,date,count
585,2020-10-31,0
586,2020-11-01,0
587,2020-11-02,0
588,2020-11-03,0
589,2020-11-04,0
590,2020-11-05,0
591,2020-11-06,0
592,2020-11-07,0
593,2020-11-08,0
594,2020-11-09,0
595,2020-11-10,0
596,2020-11-11,0
597,2020-11-12,0
598,2020-11-13,0
599,2020-11-14,0
600,2020-11-15,0
601,2020-11-16,0
602,2020-11-17,0
603,2020-11-18,0
604,2020-11-19,0
605,2020-11-20,0
606,2020-11-21,0
607,2020-11-22,0
608,2020-11-23,0
609,2020-11-24,0
610,2020-11-25,0
611,2020-11-26,0
612,2020-11-27,0
613,2020-11-28,0
614,2020-11-29,0
615,2020-11-30,0
